Florus Barrientos, Eikstraat,91,6672,Beho,0472 99 40 11,17/11/1967,FlorusBarrientos@dayrep.com,Frotte,eZ4iezeith,50.3018, 5.906182,
Ansel Lepage, Bessenveldstraat,74,7750,Mont-de-l'Enclus,0483 96 23 33,14/10/1960,AnselLepage@teleworm.us,Lievaight,aeseiJoov7ee,50.740333, 3.324388,
Fortun Couet, Kerkstraat,206,9120,Beveren-Waas,0481 47 23 49,17/8/1952,FortunCouet@teleworm.us,Stran1952,maeY2eghi,51.1397, 4.368805,
Eustache Bourgeois, Rue du Pont Simon,17,7910,Arc-Wattripont,0471 19 43 37,4/12/1957,EustacheBourgeois@jourrapide.com,Musid1957,Ohh9ahsie,50.481511, 3.667678,
Wyatt Lemelin, Rue des Honnelles,283,8980,Zandvoorde,0481 33 17 59,19/10/1993,WyattLemelin@dayrep.com,Knowarand,TaiThuo5Ie,50.851145, 2.959679,
Leroy Arpin, Witbakkerstraat,292,3910,Sint-Huibrechts-Lille,0492 20 94 17,7/3/2006,LeroyArpin@jourrapide.com,Lingthe06,pa7rohW0Yae,51.222581, 5.414528,
Maslin Lesage, Schoolstraat,25,4980,Wanne,0476 11 31 40,7/2/1983,MaslinLesage@armyspy.com,Harackepard,Aungoh2xu3,50.424522, 5.912751,
Bellamy Riquier, Avenue Emile Vandervelde,103,4257,Rosoux-Crenwick,0493 48 63 91,14/12/2003,BellamyRiquier@armyspy.com,Theyn2003,KaeV0die,50.769366, 5.258725,
Aubrey Charlesbois, Dijkstraat,40,4480,Ehein,0481 14 80 97,16/3/2006,AubreyCharlesbois@rhyta.com,Therong,Aihookeb7pae,50.657174, 5.38531,
Aubin Compagnon, Place Léopold,232,7350,Hensies,0480 25 17 73,5/12/1950,AubinCompagnon@dayrep.com,Expenton,ooyohZeeja8,50.412527, 3.7056,
Antoine Ricard, Sur les Tailles,389,4400,Flémalle,0490 27 41 13,11/1/1956,AntoineRicard@jourrapide.com,Themandiones1956,yu8kaCem,50.617874, 5.339963,
Ignace Landry, Rue du Bois Colau,132,8730,Oedelem,0484 39 08 58,24/10/1972,IgnaceLandry@rhyta.com,Sherid,aim4ezaedohQu,51.253331, 3.325933,
Laurent D'Aoust, Poolse Winglaan,220,9830,Sint-Martens-Latem,0492 74 49 87,8/9/1998,LaurentDAoust@rhyta.com,Explen,nahGahCh2I,50.952062, 3.53535,
Gabriel Desnoyers, Rue du Moulin,228,7387,Fayt-le-Franc,0485 45 68 27,30/4/1971,GabrielDesnoyers@armyspy.com,Forrithas,ue4eiPh2ee,50.326984, 3.571107,
Somer Deblois, Orchideeenlaan,250,6567,Merbes-Sainte-Marie,0480 78 04 82,19/1/1991,SomerDeblois@armyspy.com,Lagnity,rueZ6ei3,50.219705, 4.122944,
Auguste Meunier, Drève des Bouleaux,144,1980,Eppegem,0495 97 49 35,11/8/1950,AugusteMeunier@armyspy.com,Wharned50,saiy6aePaw,51.042284, 4.544684,
Turner LaGarde, Oostjachtpark,140,5550,Chairière,0488 96 08 68,16/4/1962,TurnerLaGarde@dayrep.com,Shing1962,wa9Esai2ch,49.962343, 5.046729,
Henri Brunault, Place Léopold,365,3540,Herk-de-Stad,0490 21 31 76,26/7/1967,HenriBrunault@jourrapide.com,Uponat,uShoo6Vohg,50.972255, 5.086029,
Raymond Meilleur, Lodorp,77,4623,Magnée,0483 41 94 81,31/7/2006,RaymondMeilleur@armyspy.com,Rombeli,ohg8Aceithoo,50.54349, 5.721393,
Jérôme Parenteau, Maskenstraat,82,8420,Klemskerke,0484 51 27 37,28/3/1977,JeromeParenteau@teleworm.us,Ropostelf,zigh2nooThoh,51.261347, 3.098977,
Tristan Fluet, Rue Henri Lambert,147,5540,Hastière,0474 24 61 22,14/6/1982,TristanFluet@jourrapide.com,Humband,iehee1Chai,50.240379, 4.948208,
Michel Desaulniers, Rue du Stade,251,7870,Bauffe,0491 58 37 11,21/5/1994,MichelDesaulniers@armyspy.com,Goic1994,Loogie2Ee,50.647943, 3.999343,
Tristan Beauchamps, Booischotseweg,356,4540,Jehay,0488 53 60 32,9/9/1952,TristanBeauchamps@dayrep.com,Poicheir1952,Ithohghu1oogh,50.580256, 5.430857,
Martin Godin, Rue de Virton,254,4631,Evegnée,0472 50 65 33,7/4/2006,MartinGodin@teleworm.us,Whosent,iep3aiXai4,50.660697, 5.771826,
Quincy Goguen, Rue de Sy,52,4340,Fooz,0498 22 08 53,12/8/1965,QuincyGoguen@armyspy.com,Therok,eiNg8eeph,50.732697, 5.491477,
Rabican Hervé, Rue du Vert Galant,178,5170,Profondeville,0473 54 54 75,9/2/1978,RabicanHerve@dayrep.com,Aftentonvere,eiC6thaewae,50.451898, 4.895367,
Eliot Landry, Rue de Vonêche,168,4460,Grâce-Hollogne,0481 79 88 84,27/1/1988,EliotLandry@armyspy.com,Thark1988,cu9iemooBu,50.595525, 5.467225,
Théophile Proulx, Rue Fosse Piron,176,6460,Salles,0485 19 84 23,19/7/1991,TheophileProulx@rhyta.com,Giou1991,Gequ1eiz,50.024967, 4.298544,
Prewitt Leclerc, Putstraat,355,1700,Sint-Ulriks-Kapelle,0480 58 97 97,3/1/1959,PrewittLeclerc@jourrapide.com,Cored1959,oong3Reich,50.791524, 4.131779,
Melville Narcisse, Place Fayat,92,4351,Hodeige,0472 79 93 31,16/6/1992,MelvilleNarcisse@rhyta.com,Otion1992,cha9Piebieh,50.615774, 5.44445,
Parfait Monrency, Rue du Stade,112,7870,Bauffe,0495 94 89 78,21/8/1971,ParfaitMonrency@dayrep.com,Fident,phiom9eeTh,50.691303, 3.960627,
Aleron Robitaille, Rue de Virton,278,6760,Ethe,0480 38 26 15,19/4/1953,AleronRobitaille@rhyta.com,Grieds,Hutahsheb8,49.595789, 5.554473,
