Halette Lampron, Boulevard General Wahis,26,6120,Nalinnes,0498 25 11 75,17/3/1951,HaletteLampron@rhyta.com,Goinat,Iv8aecoeTo,50.499916, 4.316962
Olympia Noël, Rue de Birmingham,427,8720,Dentergem,0494 36 74 98,15/5/1998,OlympiaNoel@dayrep.com,Thavou98,Pheezah6ei,51.026865, 3.486806
Michèle Beaulieu, Rue de Vonêche,405,6181,Gouy-lez-Piéton,0495 12 32 31,9/5/1993,MicheleBeaulieu@armyspy.com,Dausay,Ig6ohN5Xai1,50.555276, 4.458266
Patrice Casgrain, Industriestraat,199,5020,Daussoulx,0483 98 64 20,13/2/1975,PatriceCasgrain@rhyta.com,Agettle,daib0Caesh,50.482237, 4.802652
Albracca Briard, Amerveldstraat,304,5560,Houyet,0490 94 17 05,13/6/1974,AlbraccaBriard@dayrep.com,Herus1974,uPai4kiofah,50.107939, 4.986989
Fayme Marcoux, Rue du Bourgmestre Dandoy,323,4300,Oleye,0496 68 10 28,25/10/1970,FaymeMarcoux@dayrep.com,Laus1970,Pei4as8och,50.672741, 5.305642
Olympia Leclair, Lambrechtstraat,453,2390,Westmalle,0495 11 72 21,16/10/1994,OlympiaLeclair@rhyta.com,Pilthand,iViiquaa7,51.208223, 4.694664
Amedee Leroy, Rue des Tanneurs,376,5555,Petit-Fays,0476 89 66 76,21/3/1954,AmedeeLeroy@rhyta.com,Fugh1954,eer6Eijequo,50.007534, 4.971207
Sibyla Jodoin, Rue du Moulin,355,7120,Fauroeulx,0488 30 39 80,2/6/1964,SibylaJodoin@teleworm.us,Healf1964,aeBahh6ofoh,50.342063, 4.103169
Astrid Avare, Rue Grande,413,5377,Baillonville,0491 57 83 06,2/6/2005,AstridAvare@armyspy.com,Faceing,ui5phieNg,50.395634, 5.400691
Ermengardi Landry, Noordstraat,470,9961,Boekhoute,0470 89 43 82,8/2/1992,ErmengardiLandry@rhyta.com,Sagent,iekeCho6ph,51.196556, 3.802585
Patrice Paré, Rue Fosse Piron,75,1370,Saint-Remy-Geest,0491 16 30 42,20/6/1952,PatricePare@rhyta.com,Dranch52,Ahre3dievoh,50.687637, 4.927318
Kari Lagrange, Noordstraat,485,2820,Bonheiden,0490 10 82 03,14/9/1974,KariLagrange@dayrep.com,Larm1974,Moh7Bea7Ph,51.000336, 4.454312
Vignette Routhier, Rue Bois des Fosses,424,8400,Oostende,0485 66 14 33,17/4/1964,VignetteRouthier@jourrapide.com,Hurp1964,up3iSh9looth,51.272993, 2.937761
Louise Duclos, Rue du Monument,242,5520,Anthée,0470 21 64 45,19/10/1961,LouiseDuclos@armyspy.com,Harizzy,Jah0Ixumee,50.297658, 4.869668
Josephe Pouliotte, Rue de la Brasserie,168,3583,Paal,0472 84 20 60,13/4/2002,JosephePouliotte@teleworm.us,Dessentonte,Vo9woh6Neiy6,51.113381, 5.202736
Cécile Hébert, Ringlaan,397,6860,Ebly,0485 27 46 10,16/5/1954,CecileHebert@jourrapide.com,Shmer1954,oesu4Cierai,49.946623, 5.695647
Roux Desnoyers, Rue du Commerce,219,6860,Witry,0479 92 86 37,19/6/1970,RouxDesnoyers@jourrapide.com,Agand1970,cieb3leH,49.851645, 5.638441
Logistilla Sciverit, Rue Bois des Fosses,218,9340,Oordegem,0498 93 25 22,16/8/1964,LogistillaSciverit@jourrapide.com,Wruch1964,ahVo7shueCie,50.884257, 4.072622
Corinne Jardine, Excelsiorlaan,50,8957,Messines,0472 98 82 11,20/9/1989,CorinneJardine@teleworm.us,Steris,iegh2Aaghu,50.680505, 2.961826
Hilaire Larivière, Molenstraat,91,7060,Soignies,0471 45 71 38,28/12/1985,HilaireLariviere@rhyta.com,Hilen1985,aDohN6Eetoh,50.547856, 4.093036
Durandana Quenneville, Lodewijk De Raetlaan,440,7521,Chercq,0487 51 45 96,26/1/1956,DurandanaQuenneville@jourrapide.com,Wiford56,Chaife2shi,50.637899, 3.349463
Clothilde Mothé, Ramselsesteenweg,207,4254,Ligney,0493 11 01 62,25/10/1954,ClothildeMothe@rhyta.com,Woming,aeQu7oel3ra,50.610324, 5.147933
Chantal Fluet, Rue Supexhe,205,9550,Sint-Antelinks,0495 33 51 39,24/1/1991,ChantalFluet@teleworm.us,Scas1991,zaCa5shaa,50.91366, 3.757618
Sibyla Pelletier, Machelsesteenweg,463,7387,Montignies-sur-Roc,0496 68 47 95,3/3/1958,SibylaPelletier@teleworm.us,Becove1958,Iekie0Ph,50.459185, 3.577503
Natalie Chnadonnet, Putstraat,450,8690,Sint-Rijkers,0491 95 14 25,29/12/1979,NatalieChnadonnet@teleworm.us,Theyes,ieH7ajoRoh,51.054006, 2.733554
Viollette Berthiaume, Stationsstraat,93,8691,Izenberge,0475 69 91 24,25/7/1983,ViolletteBerthiaume@armyspy.com,Woughts1983,eeS5EeyaiF,51.022617, 2.620546
Mavise Mercure, Rue des Campanules,196,5600,Surice,0486 44 07 91,14/4/2001,MaviseMercure@teleworm.us,Oncents,Of1aow4Faet,50.157663, 4.573173
Amedee Duhamel, Langestraat,13,3293,Kaggevinne,0472 27 14 98,4/7/1957,AmedeeDuhamel@rhyta.com,Fest1957,Ul3Pe9vie,51.005148, 4.95767
Agnès LaCaille, Rue Henri Lambert,86,7022,Harmignies,0484 56 56 52,29/4/1998,AgnesLaCaille@dayrep.com,Bitheirstake,Beuf6Eej8aa,50.360246, 3.855747
